,Number,Autor,Publication,Title,Journal,IF,DOI,"Stability, hour",Key Product,Article name,Formula,Compound_1,Compound_2,"Cat./Support ratio, % (at)",Morphology (TEM/SEM),"Pore size, nm",width min (nm),width aver (nm),width max (nm),length min (nm),length aver (nm),length max (nm),"Cu, % (at.)","Cu+, % (at.)","Cu(2+), % (at.)",Base,electrolyte,"conc, M",pH,RHE vs V,Product,"FE, %","Time, h",Type of reactor,"Loading, μg/cm2","Add_carbon, %","Surface area of electrode, cm2","Flow rate CO2, ml/min","Volume, cm3"
1684,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.99,HCOOH,4.94,0.5,H-cell,1214.77,0.0,0.2,20.0,
1685,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.99,CH3OH,4.02,0.5,H-cell,1214.77,0.0,0.2,20.0,
1686,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.99,C2H5OH,8.23,0.5,H-cell,1214.77,0.0,0.2,20.0,
1687,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.99,CH3COOH,3.29,0.5,H-cell,1214.77,0.0,0.2,20.0,
1688,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.99,CH4,10.42,0.5,H-cell,1214.77,0.0,0.2,20.0,
1689,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.99,H2,28.52,0.5,H-cell,1214.77,0.0,0.2,20.0,
1690,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,C2H4,10.6,0.5,H-cell,1214.77,0.0,0.2,20.0,
1691,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,CO,13.35,0.5,H-cell,1214.77,0.0,0.2,20.0,
1692,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,HCOOH,5.12,0.5,H-cell,1214.77,0.0,0.2,20.0,
1693,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,CH3OH,2.38,0.5,H-cell,1214.77,0.0,0.2,20.0,
1694,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,C2H5OH,6.03,0.5,H-cell,1214.77,0.0,0.2,20.0,
1695,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,CH3COOH,3.29,0.5,H-cell,1214.77,0.0,0.2,20.0,
1696,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,CH4,9.32,0.5,H-cell,1214.77,0.0,0.2,20.0,
1697,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,H2,26.33,0.5,H-cell,1214.77,0.0,0.2,20.0,
1698,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.91,C2H4,8.04,0.5,H-cell,1214.77,0.0,0.2,20.0,
1699,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.91,CO,18.83,0.5,H-cell,1214.77,0.0,0.2,20.0,
1700,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.91,HCOOH,11.88,0.5,H-cell,1214.77,0.0,0.2,20.0,
1701,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.91,CH3OH,2.56,0.5,H-cell,1214.77,0.0,0.2,20.0,
1702,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.91,C2H5OH,4.2,0.5,H-cell,1214.77,0.0,0.2,20.0,
1703,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.91,CH3COOH,1.28,0.5,H-cell,1214.77,0.0,0.2,20.0,
1704,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.91,CH4,9.69,0.5,H-cell,1214.77,0.0,0.2,20.0,
1705,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.91,H2,25.05,0.5,H-cell,1214.77,0.0,0.2,20.0,
1706,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.84,C2H6,1.28,0.5,H-cell,1214.77,0.0,0.2,20.0,
1707,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.84,C2H4,6.4,0.5,H-cell,1214.77,0.0,0.2,20.0,
1708,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.84,CO,19.74,0.5,H-cell,1214.77,0.0,0.2,20.0,
1709,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.84,HCOOH,20.11,0.5,H-cell,1214.77,0.0,0.2,20.0,
1710,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.84,CH3OH,2.01,0.5,H-cell,1214.77,0.0,0.2,20.0,
1711,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.84,C2H5OH,8.96,0.5,H-cell,1214.77,0.0,0.2,20.0,
1712,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.84,CH3COOH,3.29,0.5,H-cell,1214.77,0.0,0.2,20.0,
1713,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.84,CH4,6.58,0.5,H-cell,1214.77,0.0,0.2,20.0,
1714,30,"Rui Zhang,b , Feifei Chen , Haokun Jin , Yong Zhang , Xiaoya Hao , Yingda Liu , Tianming Feng , Xinghua Zhang, Zunming Lu, Weihua Wang , Feng Lu , Hong Dong , Hui Liu, Hui Liu, , Yahui Cheng",2023,Highly stability Cu+ species in hollow Cu2O nanoreactors by modulating cavity size for CO2 electroreduction to C2+ products,Chemical Engineering Journal,13.3,https://doi.org/10.1016/j.cej.2023.142052,,C2H4,I-Au/Cu2O-30,Cu1O0.5404Au0.016,Cu2O,Au,98.35,hollow,,45.0,52.5,65.0,45.0,52.5,65.0,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-0.84,H2,20.66,0.5,H-cell,1214.77,0.0,0.2,20.0,
1715,62,,2020,Protecting Copper Oxidation State via Intermediate Confinement for Selective CO2 Electroreduction to C2+ Fuels,Journal of the American Chemical Society,,https://doi.org/10.1021/jacs.0c01699,3.0,C2H4,multi-hollow Cu2O,Cu2O,Cu2O,,100.0,porrous spherical,,180.0,210.0,260.0,180.0,210.0,260.0,0.0,100.0,0.0,gasdiffusion electrode,KOH,2.0,14.0,-0.53,H2,10.29,0.33,Flow cell,4444.44,,2.25,20.0,30.0
1716,62,,2020,Protecting Copper Oxidation State via Intermediate Confinement for Selective CO2 Electroreduction to C2+ Fuels,Journal of the American Chemical Society,,https://doi.org/10.1021/jacs.0c01699,3.0,C2H4,multi-hollow Cu2O,Cu2O,Cu2O,,100.0,porrous spherical,,180.0,210.0,260.0,180.0,210.0,260.0,0.0,100.0,0.0,gasdiffusion electrode,KOH,2.0,14.0,-0.53,CO,21.32,0.33,Flow cell,4444.44,,2.25,20.0,30.0
1717,62,,2020,Protecting Copper Oxidation State via Intermediate Confinement for Selective CO2 Electroreduction to C2+ Fuels,Journal of the American Chemical Society,,https://doi.org/10.1021/jacs.0c01699,3.0,C2H4,multi-hollow Cu2O,Cu2O,Cu2O,,100.0,porrous spherical,,180.0,210.0,260.0,180.0,210.0,260.0,0.0,100.0,0.0,gasdiffusion electrode,KOH,2.0,14.0,-0.53,C2H4,25.74,0.33,Flow cell,4444.44,,2.25,20.0,30.0
1718,62,,2020,Protecting Copper Oxidation State via Intermediate Confinement for Selective CO2 Electroreduction to C2+ Fuels,Journal of the American Chemical Society,,https://doi.org/10.1021/jacs.0c01699,3.0,C2H4,multi-hollow Cu2O,Cu2O,Cu2O,,100.0,porrous spherical,,180.0,210.0,260.0,180.0,210.0,260.0,0.0,100.0,0.0,gasdiffusion electrode,KOH,2.0,14.0,-0.53,HCOOH,6.62,0.33,Flow cell,4444.44,,2.25,20.0,30.0
1719,62,,2020,Protecting Copper Oxidation State via Intermediate Confinement for Selective CO2 Electroreduction to C2+ Fuels,Journal of the American Chemical Society,,https://doi.org/10.1021/jacs.0c01699,3.0,C2H4,multi-hollow Cu2O,Cu2O,Cu2O,,100.0,porrous spherical,,180.0,210.0,260.0,180.0,210.0,260.0,0.0,100.0,0.0,gasdiffusion electrode,KOH,2.0,14.0,-0.53,CH3COOH,3.68,0.33,Flow cell,4444.44,,2.25,20.0,30.0
1720,62,,2020,Protecting Copper Oxidation State via Intermediate Confinement for Selective CO2 Electroreduction to C2+ Fuels,Journal of the American Chemical Society,,https://doi.org/10.1021/jacs.0c01699,3.0,C2H4,multi-hollow Cu2O,Cu2O,Cu2O,,100.0,porrous spherical,,180.0,210.0,260.0,180.0,210.0,260.0,0.0,100.0,0.0,gasdiffusion electrode,KOH,2.0,14.0,-0.53,C3H7OH,5.15,0.33,Flow cell,4444.44,,2.25,20.0,30.0
1721,62,,2020,Protecting Copper Oxidation State via Intermediate Confinement for Selective CO2 Electroreduction to C2+ Fuels,Journal of the American Chemical Society,,https://doi.org/10.1021/jacs.0c01699,3.0,C2H4,multi-hollow Cu2O,Cu2O,Cu2O,,100.0,porrous spherical,,180.0,210.0,260.0,180.0,210.0,260.0,0.0,100.0,0.0,gasdiffusion electrode,KOH,2.0,14.0,-0.53,C2H5OH,12.5,0.33,Flow cell,4444.44,,2.25,20.0,30.0
1722,62,,2020,Protecting Copper Oxidation State via Intermediate Confinement for Selective CO2 Electroreduction to C2+ Fuels,Journal of the American Chemical Society,,https://doi.org/10.1021/jacs.0c01699,3.0,C2H4,multi-hollow Cu2O,Cu2O,Cu2O,,100.0,porrous spherical,,180.0,210.0,260.0,180.0,210.0,260.0,0.0,100.0,0.0,gasdiffusion electrode,KOH,2.0,14.0,-0.55,H2,13.24,0.33,Flow cell,4444.44,,2.25,20.0,30.0
